CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
C080,P059,2024-06-16,2,Some quality issues,0.0,Negative,0.0 to 0.49
C077,P069,2025-02-23,1,Would never buy again,0.0,Negative,0.0 to 0.49
C074,P031,2024-06-27,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C055,P001,2025-02-07,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C074,P054,2025-03-02,3,Average product,0.0,Neutral,0.0 to 0.49
C011,P068,2024-08-14,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C068,P070,2025-03-26,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C071,P003,2024-11-19,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C006,P082,2024-12-14,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C033,P096,2024-10-05,1,Terrible product,-0.4767,Negative,-0.49 to 0.0
C045,P031,2024-06-14,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C014,P099,2025-01-15,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C018,P006,2024-07-27,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C083,P023,2025-03-29,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C060,P090,2024-09-26,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C018,P009,2025-04-22,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C005,P038,2024-10-17,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C006,P041,2025-04-19,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C051,P070,2024-09-04,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C097,P083,2024-07-26,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C100,P007,2024-12-14,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C035,P016,2024-07-09,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C052,P096,2024-10-04,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C044,P024,2024-08-01,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C048,P067,2025-01-17,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C094,P055,2024-06-26,2,Not worth the price,-0.1695,Negative,-0.49 to 0.0
C024,P070,2024-06-12,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C011,P042,2024-07-16,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C058,P078,2024-05-19,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C089,P057,2024-11-26,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C094,P046,2024-07-19,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C036,P082,2024-11-08,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C010,P086,2024-07-25,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C066,P096,2025-01-22,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C019,P078,2024-06-09,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C005,P017,2025-01-12,2,Not worth the price,-0.1695,Negative,-0.49 to 0.0
C047,P047,2024-07-19,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C005,P078,2024-09-09,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C048,P048,2024-07-07,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C074,P018,2024-12-21,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C041,P084,2024-09-03,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C004,P095,2024-05-21,3,Average product,0.0,Neutral,0.0 to 0.49
C050,P072,2025-02-05,2,Some quality issues,0.0,Negative,0.0 to 0.49
C091,P058,2024-12-20,3,Average product,0.0,Neutral,0.0 to 0.49
C037,P089,2024-07-29,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C026,P016,2024-09-25,2,Could be better,0.4404,Mixed Negative,0.0 to 0.49
C058,P023,2024-09-20,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C012,P088,2024-12-29,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C086,P045,2024-10-01,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C070,P038,2024-10-16,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C092,P091,2025-01-20,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C023,P047,2024-05-31,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C026,P018,2024-11-18,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C004,P047,2025-04-01,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C060,P071,2025-03-28,2,Could be better,0.4404,Mixed Negative,0.0 to 0.49
C009,P040,2025-03-13,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C093,P062,2025-03-01,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C074,P010,2025-01-20,2,Some quality issues,0.0,Negative,0.0 to 0.49
C083,P010,2024-08-07,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C067,P045,2024-10-18,2,Not worth the price,-0.1695,Negative,-0.49 to 0.0
C082,P076,2025-02-13,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C056,P065,2024-12-16,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C016,P067,2024-11-24,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C021,P042,2024-12-28,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C045,P067,2024-07-28,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C033,P026,2024-08-15,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C036,P017,2025-03-11,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C069,P012,2024-12-09,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C076,P075,2024-11-29,3,Average product,0.0,Neutral,0.0 to 0.49
C080,P093,2024-05-26,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C073,P006,2024-11-07,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C011,P006,2024-06-30,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C034,P084,2024-12-10,3,Average product,0.0,Neutral,0.0 to 0.49
C054,P080,2024-08-20,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C081,P070,2024-07-18,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C062,P032,2025-04-07,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C052,P039,2025-05-04,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C008,P021,2024-09-17,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C060,P027,2024-05-21,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C041,P092,2025-01-23,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C052,P017,2025-03-12,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C072,P014,2024-08-14,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C016,P035,2024-08-02,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C013,P007,2024-06-28,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C079,P054,2024-07-20,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C042,P074,2024-10-19,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C098,P021,2025-02-13,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C060,P064,2024-09-06,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C003,P012,2025-03-25,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C059,P031,2024-07-31,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C007,P007,2025-01-07,3,Average product,0.0,Neutral,0.0 to 0.49
C084,P087,2025-04-03,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C002,P014,2024-06-18,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C094,P047,2024-12-14,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C006,P052,2025-03-15,2,Not worth the price,-0.1695,Negative,-0.49 to 0.0
C025,P047,2024-11-27,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C050,P065,2024-08-08,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C036,P080,2025-04-19,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C017,P013,2024-08-21,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C072,P047,2024-09-13,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C078,P066,2025-04-28,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C006,P005,2025-02-25,2,Some quality issues,0.0,Negative,0.0 to 0.49
C061,P067,2024-10-20,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C066,P018,2025-03-03,3,Average product,0.0,Neutral,0.0 to 0.49
C041,P021,2025-01-06,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C095,P039,2024-12-15,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C066,P069,2025-01-20,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C039,P061,2025-01-19,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C043,P087,2025-04-08,2,Some quality issues,0.0,Negative,0.0 to 0.49
C075,P040,2024-06-23,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C089,P081,2024-08-17,1,Complete waste of money,-0.4215,Negative,-0.49 to 0.0
C034,P084,2024-07-05,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C074,P030,2024-10-24,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C062,P022,2024-05-17,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C080,P100,2024-10-12,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C088,P032,2025-04-07,1,Would never buy again,0.0,Negative,0.0 to 0.49
C015,P025,2024-06-28,1,Complete waste of money,-0.4215,Negative,-0.49 to 0.0
C054,P020,2024-12-11,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C053,P065,2025-01-24,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C095,P094,2024-06-02,2,Could be better,0.4404,Mixed Negative,0.0 to 0.49
C067,P027,2024-06-17,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C062,P068,2024-08-14,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C059,P069,2024-10-28,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C087,P099,2025-04-02,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C083,P089,2024-11-24,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C025,P032,2025-01-02,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C029,P039,2024-09-05,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C027,P089,2024-08-22,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C062,P045,2025-05-09,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C036,P037,2024-08-29,2,Not worth the price,-0.1695,Negative,-0.49 to 0.0
C070,P049,2024-10-21,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C045,P099,2024-11-20,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C006,P037,2024-11-24,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C045,P057,2024-11-22,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C062,P028,2025-02-23,3,Average product,0.0,Neutral,0.0 to 0.49
C035,P072,2025-02-03,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C014,P079,2024-11-17,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C032,P007,2025-01-27,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C029,P082,2024-12-07,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C053,P043,2025-01-13,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C088,P099,2024-10-30,2,Not worth the price,-0.1695,Negative,-0.49 to 0.0
C021,P053,2024-10-08,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C062,P084,2024-07-22,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C042,P037,2024-11-23,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C084,P074,2025-01-17,3,Average product,0.0,Neutral,0.0 to 0.49
C093,P005,2024-06-09,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C054,P023,2024-11-17,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C051,P064,2025-02-18,3,Average product,0.0,Neutral,0.0 to 0.49
C038,P005,2024-07-01,1,Would never buy again,0.0,Negative,0.0 to 0.49
C078,P014,2024-08-12,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C037,P059,2024-11-27,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C068,P064,2025-05-02,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C065,P060,2024-12-22,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C043,P021,2024-09-29,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C033,P092,2024-09-24,3,Average product,0.0,Neutral,0.0 to 0.49
C044,P038,2024-12-17,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C023,P079,2024-12-10,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C055,P066,2025-03-13,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C086,P013,2025-01-15,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C062,P042,2024-10-31,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C034,P050,2024-10-27,3,Meets basic expectations,0.0,Neutral,0.0 to 0.49
C043,P039,2024-06-08,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C002,P034,2025-01-06,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C031,P008,2024-07-19,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
C040,P021,2024-07-23,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C091,P099,2024-11-16,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C082,P038,2025-04-19,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C029,P018,2025-02-13,4,Very satisfied with this purchase,0.4754,Positive,0.0 to 0.49
C096,P078,2025-02-17,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C071,P061,2025-04-05,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C028,P098,2025-01-05,3,Average product,0.0,Neutral,0.0 to 0.49
C011,P068,2024-10-23,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C047,P010,2024-08-02,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C008,P071,2024-07-10,5,Absolutely love this product!,0.6989,Positive,0.5 to 1.0
C074,P069,2024-11-21,2,Some quality issues,0.0,Negative,0.0 to 0.49
C067,P057,2024-11-29,2,Could be better,0.4404,Mixed Negative,0.0 to 0.49
C092,P075,2024-10-31,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C058,P008,2024-05-24,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C054,P059,2024-06-20,4,Would definitely recommend,0.6369,Positive,0.5 to 1.0
C060,P087,2024-06-20,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C003,P051,2025-01-02,3,"It's okay, nothing special",-0.092,Mixed Negative,-0.49 to 0.0
C096,P028,2024-09-20,4,Great quality for the price,0.6249,Positive,0.5 to 1.0
C055,P045,2024-06-01,5,Exceeded all my expectations,0.0,Positive,0.0 to 0.49
C008,P009,2025-04-29,5,Best purchase I've made this year!,0.6696,Positive,0.5 to 1.0
